raw data,heart rate
0.00786983,
0.0116117,
0.0143276,
0.0161684,
0.0148571,
0.0102204,
0.0135743,
-0.000661781,
-0.0106533,
-0.00670263,
-0.00209166,
-0.0010398,
0.002267,
-0.00286336,
-0.00123037,
-0.00902761,
-0.0110538,
-0.00990822,
-0.00883692,
-0.0151311,
-0.0208698,
-0.026708,
-0.0227816,
-0.0223669,
-0.017055,
-0.0207683,
-0.024449,
-0.0258358,
-0.02299,
-0.0246531,
-0.0141592,
-0.0148131,
-0.0101094,
-0.0144516,
-0.0260596,
-0.0240575,
-0.0136231,
-0.00284676,
-0.00758622,
-0.020234,
-0.0215307,
-0.00839948,
-0.0195147,
-0.0131225,
-0.0121995,
-0.0126973,
-0.00733066,
-0.00127496,
-0.0142699,
-0.0196109,
-0.011145,
-0.0155704,
-0.0158917,
-0.0122672,
-0.00971021,
-0.016632,
-0.01717,
-0.0108351,
-0.0100845,
-0.00585229,
-0.00266621,
-0.007805,
-0.00993744,
-0.00792747,
-0.00549397,
-0.00311938,
-0.00258092,
0.00567193,
0.00351712,
-0.00256988,
-0.00643743,
-0.00290504,
0.00123238,
-0.0016294,
-0.00355938,
-0.0058509,
-0.00866467,
-0.00407019,
0.000974787,
0.000159734,
0.00335671,
0.00296037,
0.00220774,
-0.00213727,
-0.00910326,
-0.0114076,
-0.00872605,
-0.0112533,
-0.0147812,
-0.00684832,
0.00235092,
0.00310781,
0.000278149,
-0.00435689,
-0.0077214,
-0.00965227,
-0.00480784,
-0.00354359,
-0.00278331,
-0.0017163,
0.00030629,
0.0011823,
-0.00264692,
-0.00486861,
-0.00127381,
0.00231308,
-9.43E-05,
0.00364233,
0.00996371,
0.0153106,
0.00155903,
-0.00361789,
-0.00653099,
-0.000868734,
0.00608683,
0.00850995,
0.0044586,
0.00105297,
-0.000412595,
-0.00754433,
-0.00707283,
-0.00174956,
0.00696859,
0.00564958,
-0.00263225,
-0.0034746,
-0.00237984,
0.000166418,
-0.00392722,
-0.0088349,
-0.0118054,
-0.0142948,
-0.00384193,
0.00725483,
0.00605004,
0.00306324,
-0.00299929,
-0.00711996,
-0.00120637,
0.00163455,
-0.00069983,
-0.000278863,
0.00856251,
0.01029,
0.00263903,
-0.00225234,
0.00176621,
0.00514773,
0.00837842,
0.00595678,
-0.00114571,
-0.00289539,
-0.00398497,
-0.000854108,
0.00552627,
0.0135378,
0.0124997,
0.00338272,
-0.00248573,
-0.00429695,
-0.00642081,
-0.00319395,
0.00214643,
-0.00367017,
-0.00672734,
0.00268382,
0.00757075,
0.00663812,
-0.00189485,
-0.0005515,
0.00257621,
-0.00270738,
-0.00410391,
0.00210823,
0.000231485,
0.00434455,
0.000530146,
0.00270534,
0.00650085,
0.00139806,
-0.00354046,
-0.00232676,
2.30E-05,
-0.00587663,
-0.00934439,
-0.0126451,
-0.00396472,
-0.0040161,
0.00467893,
0.0114407,
0.015623,
0.00994443,
-0.0044612,
-0.013514,
-0.00831269,
0.0033759,
0.0026187,
0.00608451,
0.00843352,
0.0112844,
0.0125336,
0.00230967,
-0.00304283,
0.000359649,
0.00215978,
0.00624086,
0.00871829,
0.00603104,
-0.00182191,
0.000370055,
0.00192512,
0.00494569,
0.00570835,
0.000165955,
-0.000516936,
-0.00459502,
-0.00818598,
-0.00546554,
0.00243204,
0.00288282,
0.000902094,
-0.00286412,
-0.0082552,
-0.0138158,
-0.00611532,
0.00400292,
0.0107123,
0.0017132,
-0.00438494,
-0.00839188,
-0.00173137,
0.00167894,
-0.00333994,
-0.00999181,
-0.0105095,
0.00352135,
0.00588415,
0.00208025,
0.00311304,
0.000728363,
-0.000705567,
-0.00329377,
-0.0034775,
0.00375828,
0.00222907,
0.00342263,
-0.00738945,
-0.0125703,
-0.00726764,
-0.00653391,
-1.49E-05,
0.00840272,
0.00949201,
0.00341194,
-0.00870753,
-0.012952,
-0.0098097,
-0.0122291,
-0.0203745,
-0.0111064,
-0.00416962,
-0.00571479,
-0.00635695,
-0.0072294,
-0.0081704,
0.00182472,
-0.00960853,
-0.0246678,
-0.0271683,
-0.0180788,
-0.0161681,
-0.0113997,
-0.0113757,
-0.0117226,
-0.0132451,
-0.0143203,
-0.013325,
-0.00345751,
-0.00186652,
-0.00336857,
0.00725291,
0.00475759,
-7.69E-06,
0.00186168,
0.0100458,
0.0196934,
0.019803,
0.0168505,
0.0211949,
0.0143896,
0.0116478,
0.0149124,
0.0220806,
0.0206922,
0.00654006,
0.00389867,
0.0012787,
-0.00131934,
-0.00292376,
-0.0138905,
-0.0214338,
-0.0155186,
-0.0160472,
-0.0184856,
-0.0199174,
-0.0180729,
-0.00971079,
-0.00631533,
-0.00351123,
0.0101978,
0.00633726,
0.000935526,
-0.00211572,
0.00754853,
0.0215215,
0.032691,
0.0239116,
0.0199507,
0.0148283,
0.0232776,
0.0351102,
0.0373857,
0.0314036,
0.0320562,
0.0383756,
0.0332102,
0.0269178,
0.0251623,
0.0180709,
0.0223092,
0.0212054,
0.0262443,
0.0283578,
0.0230078,
0.017954,
0.0156151,
0.0180852,
0.0251921,
0.0158874,
0.00585688,
0.00674037,
0.00946347,
0.00478988,
-0.00259963,
-0.00608226,
-0.00388981,
0.00153873,
-0.00129755,
-0.0104674,
-0.0209643,
-0.0209844,
-0.0233206,
-0.0270101,
-0.0254252,
-0.0156592,
-0.0145478,
-0.0191827,
-0.0159744,
-0.0126934,
-0.0161389,
-0.01725,
-0.0145709,
-0.0176496,
-0.0106264,
-0.00693188,
-0.0102864,
-0.00612359,
-0.00706338,
-0.0106756,
-0.00660034,
-0.000498222,
-0.00466469,
-0.00890111,
-0.00171417,
0.00541005,
-0.00451668,
-0.00867318,
0.00297732,
0.0021185,
-0.00574427,
-0.00976545,
-0.00719101,
-0.010317,
-0.0094313,
-0.00970994,
-0.00354497,
0.00162142,
0.00320157,
-0.00236348,
0.00127171,
0.0105475,
-0.00204672,
-0.00867696,
-0.00254739,
-0.00194588,
-0.00234331,
0.000626974,
0.00356321,
0.0007973,
0.000253821,
-0.000176784,
0.00111706,
0.00137667,
-0.00458497,
-0.00998065,
-0.00414028,
0.00240597,
0.00268722,
0.00575258,
0.00511499,
-0.0188213,
-0.0303076,
-0.0266087,
-0.0208485,
-0.0148229,
-0.00450217,
-0.00656983,
-0.0118165,
-0.0267289,
-0.0441991,
-0.0506445,
-0.045912,
-0.0486183,
-0.0576342,
-0.0609855,
-0.0633623,
-0.0563433,
-0.0609555,
-0.0616488,
-0.0703789,
-0.0766031,
